gender_labels,sexuality_labels,dk_column,dk_entry
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,* Das gleiche wie bei 8. *
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK03x01_Sexualität: Nennung 1,Dass man mich vor der Erwähnung von Sex beschützen müsste
['05_Gender: Nicht Binär'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK03x01_Sexualität: Nennung 1,Meine Beziehung ist weniger wert als heterosexuelle Beziehung 
['07_Gender: Agender'],['04_Sexualität: Pansexuell'],DK03x01_Sexualität: Nennung 1,Kann sich nicht entscheiden
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,"Ich könnte nicht mit Monogamie zufrieden sein, da ich irgendwann das andere Geschlecht 'brauchen' würde."
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,"Vorallem von (cis) Männern: boah das ist voll hot wenn Frauen miteinander rum machen, mach das doch mal für mich"
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK03x01_Sexualität: Nennung 1,demisexuelle sind nur prüde
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK03x01_Sexualität: Nennung 1,Unverständnis darüber dass das ausleben von Sexualität mit nicht passenden Geschlechtsmerkmalen herausfordernd ist und die operativen Möglichkeitn für Personen die auf die komplette funktionsfähigkeit ihrer hände beruflich angewiesen sind nicht Grade ideal sind
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03x01_Sexualität: Nennung 1,Asexualität ist nicht real
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK03x01_Sexualität: Nennung 1,Musikgeschmack
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK03x01_Sexualität: Nennung 1,"Untreu, einfach verunsichert und ich würde mich ja nicht festlegen wollen"
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,Bisexuelle sind nicht treu in Beziehungen
['01_Gender: Cis Frau'],['08_Sexualität: Andere'],DK03x01_Sexualität: Nennung 1,Es wären doch alle Menschen Demisexuell
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,Männer die herausgefunden haben dass ich bin bin haben gefragt ob ich mit einem Mann und einer Frau gleichzeitig zusammen war/bin/sein will
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,"Aufgrund meiner Bisexualität ist die Wahrscheinlichkeit, dass ich meinen Partner betrüge, grösser"
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK03x01_Sexualität: Nennung 1,"Hypersexualized bisexual female/""trophy girlfriend"""
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK03x01_Sexualität: Nennung 1,"Wenn ich schon anders bin, dann doch ganz bestimmt lesbisch."
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK03x01_Sexualität: Nennung 1,"Als Heterosexueller würde man ohne Ansprüche mit jeder Frau ins Bett hüpfen, die das von einem möchte. "
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x02_Sexualität: Nennung 2,Ich würde mich nur für Männer attraktiver machen wollen
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK03x02_Sexualität: Nennung 2,Zur Asexualität: Es ist nur Traumasache etc.
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK03x02_Sexualität: Nennung 2,Du hast nur noch nicht den richtigen Mann gefunden
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03x02_Sexualität: Nennung 2,"Stereotype Wahrnehmung der Rolle auch von cis Partner*innen, manche cis Männer wollen mich gerne klein haben, manche cis Frauen gerne groß/ stark und ich möchte einfach nur ich sein"
['14_Gender: Keine Angabe'],['03_Sexualität: Bisexuell'],DK03x02_Sexualität: Nennung 2,Unicorn hunting
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03x02_Sexualität: Nennung 2,Du siehst aber doch gar nicht queer aus.
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK03x02_Sexualität: Nennung 2,Asexualität existiert gar nicht
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03x02_Sexualität: Nennung 2,Lesbische Eltern können aufgrund der fehlenden Vaterfigur ihre Kinder nicht angemessen erziehen 
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x02_Sexualität: Nennung 2,Krank
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03x02_Sexualität: Nennung 2,"Kein ""richtiger"" Sex ohne Penis"
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x02_Sexualität: Nennung 2,Dreiern
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK03x02_Sexualität: Nennung 2,Meine Sexualität wurde als abnormal bezeichnet 
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03x02_Sexualität: Nennung 2,Warst du mal mit einem Mann zusammen
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']","['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell', '06_Sexualität: Demisexuell']",DK03x02_Sexualität: Nennung 2,Ich muss doch Hetero sein weil ich häufiger nach außen wirkend in Hetero-Beziehungen war als in queeren Beziehung 
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK03x02_Sexualität: Nennung 2,Das ist auch nur ne Phase
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK03x02_Sexualität: Nennung 2,"""Du gehst mit dem Trend mit"""
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK03x02_Sexualität: Nennung 2,"Aber alle wollen doch eine Beziehung haben, du findest schon noch wen"
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK03x02_Sexualität: Nennung 2,"Man ist ja eigentlich doch schwul, aber will das nicht einsehen."
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x02_Sexualität: Nennung 2,Du kannst ja gar nicht Frauen oder Mönner lieben du musst dich entscheiden
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03x02_Sexualität: Nennung 2,"Bisexuelle Menschen in einer Beziehung sind entweder homo oder hetero, je nach Geschlecht der Partnerperson"
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK03x02_Sexualität: Nennung 2,"Erwartung, dass man sofort ""gut angezogen"" und küstlerisch ist"
['01_Gender: Cis Frau'],['08_Sexualität: Andere'],DK03x02_Sexualität: Nennung 2,Dating wäre ja soooooo einfach als demisexuelle Person 
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x02_Sexualität: Nennung 2,"Ich bin nicht Teil der LGBTQ+ Community, da ich in einer heteronormativen Beziehung bin"
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK03x02_Sexualität: Nennung 2,Not a real bisexual because in a relationship with a male person
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK03x02_Sexualität: Nennung 2,Ich mache das um Aufmerksamkeit von Männern zu bekommen.
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x03_Sexualität: Nennung 3,Ich sei eigentlich lesbisch
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK03x03_Sexualität: Nennung 3,"Ich würde mich nur als asexuell definieren, da ich den oder die ""Richtige/n"" noch nicht gefunden hätte"
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03x03_Sexualität: Nennung 3,Gleichgeschlechtliche Ehen sind weniger wert als heterosexuelle
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x03_Sexualität: Nennung 3,Trauma assoziiert 
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK03x03_Sexualität: Nennung 3,Mir wurde unterstellt alle Männer sexuell zu begehren
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03x03_Sexualität: Nennung 3,Hättest du mal gerne Sex mit einer Person mit penis
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK03x03_Sexualität: Nennung 3,Irgendwas von wegen ich würde einsam werden oder so
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK03x03_Sexualität: Nennung 3,"Wenn man mit einer Frau zusammen ist, dass ist man ja doch eigentlich straight und will sich in queere spaces zwingen."
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03x03_Sexualität: Nennung 3,Bisexuelle Menschen wollen nur Aufmerksamkeit
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK03x03_Sexualität: Nennung 3,Das Ausleben der Sexualität
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK03x03_Sexualität: Nennung 3,Polyam relationships are not real relationships
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x04_Sexualität: Nennung 4,Ich sei eigentlich hetero
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK03x04_Sexualität: Nennung 4,"Man könne meine Asexualität durch ""guten Sex"" heilen"
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03x04_Sexualität: Nennung 4,Lesbische Ehen enden immer in Scheidung 
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK03x04_Sexualität: Nennung 4,Mir wurde die Fähigkeit zu einer monogamen Beziehung abgesprochen 
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03x04_Sexualität: Nennung 4,fehlt dir nichts beim sex
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK03x04_Sexualität: Nennung 4,"Annahme, dass romantische Orientierung immer gleich sexueller Orientierung"
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03x04_Sexualität: Nennung 4,Bisexuelle Menschen gehen häufiger fremd
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK03x04_Sexualität: Nennung 4,Drogenkonsum
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK03x04_Sexualität: Nennung 4,"""It's just a phase"""
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x05_Sexualität: Nennung 5,Ich würde nur mein konservatives Fanilienunfeld provozieren wollen
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03x05_Sexualität: Nennung 5,"Richtiger Sex ist nur solcher, der Penetration beinhaltet "
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03x05_Sexualität: Nennung 5,"Gynäkologin, ""du brauchst keine Angst vor Penetration haben"""
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03x05_Sexualität: Nennung 5,Bi- und pansexuell ist das gleiche
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x06_Sexualität: Nennung 6,"Ich wäre nicht dazu in der Lage, monogame Beziehungen zu führen"
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03x06_Sexualität: Nennung 6,"Sex haben zu wollen, ist natürlich. Wer das nicht so empfindet, ist abnormal "
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03x06_Sexualität: Nennung 6,Bisexualität schließt nichtbinäre Menschen aus
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x07_Sexualität: Nennung 7,Ich würde in Beziehungen früher oder später fremdgehen
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03x07_Sexualität: Nennung 7,"Ich sei nur asexuell, da ich lesbisch bin und diese Art von Sex sei ja grundsätzlich unbefriedigend"
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x08_Sexualität: Nennung 8,"Ich würde nur eine Ausrede suchen, um viele Sexualpartner:innen zu haben ohne dafür einen sozialen Wertverlusst zu erleiden"
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x09_Sexualität: Nennung 9,Ich würde ständig an Sex denken und alle Menschen attraktiv finden
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK04_Überschneidung: Anzahl der Nennungen,3.0
['05_Gender: Nicht Binär'],['02_Sexualität: Lesbisch'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK04_Überschneidung: Anzahl der Nennungen,3.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,1.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']","['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK04_Überschneidung: Anzahl der Nennungen,0.0
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,2.0
['14_Gender: Keine Angabe'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK04_Überschneidung: Anzahl der Nennungen,3.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,3.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK04_Überschneidung: Anzahl der Nennungen,3.0
"['01_Gender: Cis Frau', '02_Gender: Cis Mann', '05_Gender: Nicht Binär', '06_Gender: Inter']","['01_Sexualität: Schwul', '02_Sexualität: Lesbisch', '03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK04_Überschneidung: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,1.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,2.0
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']","['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell', '06_Sexualität: Demisexuell']",DK04_Überschneidung: Anzahl der Nennungen,1.0
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK04_Überschneidung: Anzahl der Nennungen,3.0
['03_Gender: Trans Frau'],['02_Sexualität: Lesbisch'],DK04_Überschneidung: Anzahl der Nennungen,0.0
"['03_Gender: Trans Frau', '10_Gender: Andere']","['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,0.0
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['03_Gender: Trans Frau'],"['02_Sexualität: Lesbisch', '03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,2.0
['05_Gender: Nicht Binär'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK04_Überschneidung: Anzahl der Nennungen,1.0
['07_Gender: Agender'],['04_Sexualität: Pansexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK04_Überschneidung: Anzahl der Nennungen,2.0
"['02_Gender: Cis Mann', '07_Gender: Agender', '11_Gender: Gender fluid']",['05_Sexualität: Asexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['08_Sexualität: Andere'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['04_Sexualität: Pansexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK04_Überschneidung: Anzahl der Nennungen,4.0
"['05_Gender: Nicht Binär', '07_Gender: Agender', '11_Gender: Gender fluid']",['04_Sexualität: Pansexuell'],DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK04_Überschneidung: Anzahl der Nennungen,1.0
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK04_Überschneidung: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK04_Überschneidung: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK04_Überschneidung: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK04x01_Überschneidung: Nennung 1,Kampflesbe 
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK04x01_Überschneidung: Nennung 1,siehe vorige antworten
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK04x01_Überschneidung: Nennung 1,"""warum machst du das zu einem großen Ding""/musst du damit jetzt so laut und politisch auftreten?!"
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK04x01_Überschneidung: Nennung 1,Ich hätte eindeutig eine instabile Persönlichkeitsstörung
['02_Gender: Cis Mann'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK04x01_Überschneidung: Nennung 1,Transvestitismus als Transsexualität missverstanden. 
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']","['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK04x01_Überschneidung: Nennung 1,nicht entscheiden können 
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK04x01_Überschneidung: Nennung 1,Frauen wollen sowieso keinen Sex. Das ist halt voll normal!
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK04x01_Überschneidung: Nennung 1,"Das typische ""Es ist nur eine Phase"", ""Wenn der Richtige kommt, geht das wieder weg"""
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK04x01_Überschneidung: Nennung 1,"über die Überschneidung? Natürlich spielt das gemeinsam eine Rolle, aber es ist schwer abzugrenzen. "
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK04x01_Überschneidung: Nennung 1,"weil ich eine relativ feminine frau bin, MUSS ich ja, wenn ich eine andere Frau interessant finde, eine ""männliche"" toll finden"
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK04x01_Überschneidung: Nennung 1,"Ich kann nicht asexuell sein, da Männer durch ihr Testosteron dauerhaft sexuelle Gedanken haben müssen"
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK04x01_Überschneidung: Nennung 1,Dass mit meiner Geschlechtsidentität eine bestimmte sexuelle Identität einhergehen soll
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK04x01_Überschneidung: Nennung 1,"Man kann nur lesbisch sein, wenn man binär weiblich ist "
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK04x01_Überschneidung: Nennung 1,Verwirrt
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04x01_Überschneidung: Nennung 1,Keine. Da ich mich nicht geäußert habe wenn Menschen schon quweefeindlich gestimmt waren
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK04x01_Überschneidung: Nennung 1,Siehe weiter vorne 
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK04x01_Überschneidung: Nennung 1,Keine
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK04x01_Überschneidung: Nennung 1,"Nichtbinärität wird nicht angesehen, dementsprechend schnell misgendern"
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']","['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell', '06_Sexualität: Demisexuell']",DK04x01_Überschneidung: Nennung 1,"Ich muss ja spätestens jetzt Hetero sein weil ich nur trans-Maskulin sein kann wenn ich auch Beziehungen mit Frauen habe, wenn ich männliche Personen daten möchte hätte ich meine Transition ja nicht machen müssen"
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK04x01_Überschneidung: Nennung 1,"erstmal muss man diesen Unterschied überhaupt erkennen, das kann ja selbst die neue Regierung in ihrem Koalitionsvertrag nicht. Also das Erleben, dass der Unterschied gar nicht gemacht und nicht verstanden wird."
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04x01_Überschneidung: Nennung 1,da fällt mir nichts konkret zu ein
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK04x01_Überschneidung: Nennung 1,"Nach Outing als trans: ""Stehst du dann jetzt auf [das andere binäre Geschlecht zu dem, was vorher als mein Interesse angenommen wurde]"""
['05_Gender: Nicht Binär'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK04x01_Überschneidung: Nennung 1,Mit bisher keinen 
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK04x01_Überschneidung: Nennung 1,Frage nach nicht passenden Geschlechtsmerkmalen 
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK04x01_Überschneidung: Nennung 1,"Dass beides dadurch dann nicht mehr gesehen wird, und nie als Identität gesehen wird"
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK04x01_Überschneidung: Nennung 1,-
['01_Gender: Cis Frau'],['08_Sexualität: Andere'],DK04x01_Überschneidung: Nennung 1,Frauen sind doch eh asexuell bzw. Für Frauen ist Sex grundsätzlich nicht interessant 
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK04x01_Überschneidung: Nennung 1,Ich werde als hetero beschrieben wenn ich
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK04x01_Überschneidung: Nennung 1,"Da ich bisexuell bin, betrüge ich meinen Partner mit Frauen"
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK04x01_Überschneidung: Nennung 1,Hypersexualized bisexual female
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK04x01_Überschneidung: Nennung 1,Darüber hab ich nicht so viel nachgedacht.
